"TIME","TYPE","AMOUNT","CATEGORY","ACCOUNT","NOTES"
"Apr 19, 2024 1:08 PM","(-) Expense","85.50","Food","Primary","dosa"
"Apr 19, 2024 4:00 PM","(-) Expense","95.00","Shopping","Primary","stationery"
"Apr 19, 2024 7:11 PM","(-) Expense","40.00","Transportation","Metro","metro"
"Apr 20, 2024 8:17 AM","(-) Expense","11.00","Food","Primary","tea"
"Apr 20, 2024 1:04 PM","(-) Expense","110.00","Food","Primary","burger"
"Apr 20, 2024 4:39 PM","(-) Expense","44.00","Food","Primary","fruit salad"
"Apr 20, 2024 5:43 PM","(*) Transfer","1169.00","-","Primary->Cash","atm cash"
"Apr 20, 2024 6:19 PM","(-) Expense","868.00","Entertainment","Primary","concert ticket"
"Apr 20, 2024 9:02 PM","(-) Expense","308.00","Food","Primary","pizza"
"Apr 21, 2024 8:19 AM","(-) Expense","11.50","Food","Primary","cutting chai"
"Apr 21, 2024 11:16 AM","(-) Expense","244.00","Ration","Primary","chicken"
"Apr 21, 2024 11:29 AM","(-) Expense","265.00","Ration","Primary","chicken"
"Apr 21, 2024 1:03 PM","(-) Expense","91.00","Food","Primary","burger"
"Apr 21, 2024 4:39 PM","(-) Expense","11.00","Food","Cash","cutting chai"
"Apr 21, 2024 6:23 PM","(-) Expense","266.00","Entertainment","Primary","movie"
"Apr 22, 2024 8:48 AM","(-) Expense","40.00","Transportation","Metro","metro"
"Apr 22, 2024 1:05 PM","(-) Expense","113.00","Food","Primary","lunch"
"Apr 22, 2024 7:08 PM","(-) Expense","41.00","Transportation","Metro","metro"
"Apr 22, 2024 9:00 PM","(-) Expense","320.00","Food","Primary","pizza"
"Apr 23, 2024 7:02 AM","(-) Expense","78.00","Sport","Primary","swimming"
"Apr 23, 2024 8:22 AM","(-) Expense","14.00","Food","Cash","tea"
"Apr 23, 2024 8:48 AM","(-) Expense","45.00","Transportation","Metro","metro"
"Apr 23, 2024 1:04 PM","(-) Expense","91.50","Food","Primary","office cafeteria"
"Apr 23, 2024 7:07 PM","(-) Expense","42.00","Transportation","Metro","metro"
"Apr 24, 2024 8:17 AM","(-) Expense","10.00","Food","Primary","tea"
"Apr 24, 2024 8:53 AM","(-) Expense","44.00","Transportation","Metro","metro"
"Apr 24, 2024 1:04 PM","(-) Expense","86.00","Food","Primary","dosa"
"Apr 24, 2024 7:08 PM","(-) Expense","48.50","Transportation","Metro","metro"
"Apr 25, 2024 7:01 AM","(-) Expense","68.00","Sport","Primary","sports drink"
"Apr 25, 2024 8:17 AM","(-) Expense","14.00","Food","Primary","tea"
"Apr 25, 2024 8:50 AM","(-) Expense","28.50","Transportation","Primary","bus"
"Apr 25, 2024 1:05 PM","(-) Expense","72.00","Food","Primary","dosa"
"Apr 25, 2024 9:00 PM","(-) Expense","137.00","Food","Primary","lunch"
"Apr 26, 2024 8:19 AM","(-) Expense","15.00","Food","Primary","tea"
"Apr 26, 2024 8:53 AM","(-) Expense","44.00","Transportation","Primary","metro"
"Apr 26, 2024 1:04 PM","(-) Expense","79.00","Food","Primary","dosa"
"Apr 26, 2024 7:12 PM","(-) Expense","52.00","Transportation","Primary","metro"
"Apr 27, 2024 7:00 AM","(-) Expense","73.00","Sport","Primary","sports drink"
"Apr 27, 2024 8:22 AM","(-) Expense","11.50","Food","Cash","cutting chai"
"Apr 27, 2024 1:03 PM","(-) Expense","627.00","Food","Primary","outside dinner"
"Apr 27, 2024 4:42 PM","(-) Expense","22.00","Food","Cash","biscuit"
"Apr 27, 2024 9:00 PM","(-) Expense","95.00","Food","Primary","burger"
"Apr 28, 2024 8:22 AM","(-) Expense","35.00","Food","Cash","filter coffee"
"Apr 28, 2024 11:07 AM","(-) Expense","357.00","Ration","Primary","weekly veggies"
"Apr 28, 2024 11:10 AM","(-) Expense","89.00","Ration","Primary","milk and curd"
"Apr 28, 2024 1:06 PM","(-) Expense","90.00","Food","Primary","lunch"
"Apr 28, 2024 4:43 PM","(-) Expense","14.00","Food","Cash","tea"
"Apr 28, 2024 8:10 PM","(-) Expense","139.00","Social","Primary","festival sweets"
"Apr 29, 2024 8:18 AM","(-) Expense","10.00","Food","Cash","tea"
"Apr 29, 2024 8:52 AM","(-) Expense","47.50","Transportation","Metro","metro"
"Apr 29, 2024 1:04 PM","(-) Expense","106.00","Food","Primary","thali"
"Apr 29, 2024 4:37 PM","(-) Expense","29.00","Food","Primary","filter coffee"
"Apr 29, 2024 7:07 PM","(-) Expense","50.00","Transportation","Metro","metro"
"Apr 30, 2024 7:02 AM","(-) Expense","51.00","Sport","Primary","sports drink"
"Apr 30, 2024 8:53 AM","(-) Expense","33.00","Transportation","Primary","bus"
"Apr 30, 2024 1:03 PM","(-) Expense","131.00","Food","Primary","thali"
"Apr 30, 2024 7:13 PM","(-) Expense","34.00","Transportation","Primary","bus"
"May 01, 2024 8:51 AM","(-) Expense","50.00","Transportation","Metro","metro"
"May 01, 2024 9:18 AM","(+) Income","48000.00","Salary","Primary","monthly salary"
"May 01, 2024 9:42 AM","(*) Transfer","12456.00","-","Primary->Savings","monthly save"
"May 01, 2024 1:07 PM","(-) Expense","75.00","Food","Primary","office cafeteria"
"May 01, 2024 4:37 PM","(-) Expense","69.00","Food","Cash","ice cream"
"May 01, 2024 7:07 PM","(-) Expense","52.00","Transportation","Metro","metro"
"May 01, 2024 9:00 PM","(-) Expense","412.00","Food","Primary","pizza"
"May 02, 2024 7:00 AM","(-) Expense","356.00","Sport","Primary","badminton court"
"May 02, 2024 8:20 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"May 02, 2024 8:52 AM","(-) Expense","45.00","Transportation","Primary","metro"
"May 02, 2024 10:08 AM","(-) Expense","9449.00","Home","Primary","rent share"
"May 02, 2024 1:02 PM","(-) Expense","125.50","Food","Primary","lunch"
"May 02, 2024 4:40 PM","(-) Expense","11.50","Food","Primary","cutting chai"
"May 02, 2024 7:08 PM","(-) Expense","31.00","Transportation","Primary","metro"
"May 03, 2024 8:13 AM","(*) Transfer","327.00","-","Primary->Metro","metro card top-up"
"May 03, 2024 8:21 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"May 03, 2024 8:47 AM","(-) Expense","43.00","Transportation","Metro","metro"
"May 03, 2024 1:06 PM","(-) Expense","83.50","Food","Primary","dosa"
"May 03, 2024 4:42 PM","(-) Expense","43.00","Food","Cash","idli"
"May 03, 2024 7:08 PM","(-) Expense","40.00","Transportation","Metro","metro"
"May 04, 2024 7:01 AM","(-) Expense","48.00","Sport","Primary","sports drink"
"May 04, 2024 8:18 AM","(-) Expense","11.00","Food","Cash","cutting chai"
"May 04, 2024 11:05 AM","(-) Expense","80.50","Ration","Primary","eggs pack"
"May 04, 2024 11:11 AM","(-) Expense","83.00","Ration","Primary","eggs pack"
"May 04, 2024 11:31 AM","(-) Expense","359.00","Ration","Primary","chicken"
"May 04, 2024 11:35 AM","(-) Expense","107.00","Ration","Primary","milk and curd"
"May 04, 2024 1:03 PM","(-) Expense","555.00","Food","Primary","outside dinner"
"May 04, 2024 4:41 PM","(-) Expense","10.50","Food","Primary","biscuit"
"May 04, 2024 6:18 PM","(-) Expense","2173.00","Entertainment","Primary","concert ticket"
"May 04, 2024 9:00 PM","(-) Expense","121.00","Food","Primary","thali"
"May 05, 2024 8:22 AM","(-) Expense","32.00","Food","Cash","filter coffee"
"May 05, 2024 11:23 AM","(-) Expense","538.00","Bills","Primary","wifi"
"May 05, 2024 1:03 PM","(-) Expense","176.50","Food","Primary","thali"
"May 05, 2024 4:38 PM","(-) Expense","14.00","Food","Primary","tea"
"May 06, 2024 8:23 AM","(-) Expense","33.00","Food","Primary","filter coffee"
"May 06, 2024 8:50 AM","(-) Expense","31.00","Transportation","Primary","metro"
"May 06, 2024 1:08 PM","(-) Expense","75.00","Food","Primary","dosa"
"May 06, 2024 4:41 PM","(-) Expense","68.00","Food","Primary","dosa"
"May 06, 2024 7:13 PM","(-) Expense","45.00","Transportation","Primary","metro"
"May 06, 2024 9:02 PM","(-) Expense","159.00","Food","Primary","lunch"
"May 07, 2024 7:00 AM","(-) Expense","65.00","Sport","Primary","swimming"
"May 07, 2024 8:50 AM","(-) Expense","24.00","Transportation","Primary","bus"
"May 07, 2024 1:08 PM","(-) Expense","53.00","Food","Primary","idli"
"May 07, 2024 4:41 PM","(-) Expense","39.50","Food","Primary","idli"
"May 07, 2024 7:07 PM","(-) Expense","16.50","Transportation","Primary","bus"
"May 08, 2024 8:49 AM","(-) Expense","28.00","Transportation","Primary","bus"
"May 08, 2024 12:08 PM","(-) Expense","643.50","Bills","Primary","electricity"
"May 08, 2024 1:06 PM","(-) Expense","46.50","Food","Primary","idli"
"May 08, 2024 4:37 PM","(-) Expense","14.00","Food","Primary","tea"
"May 08, 2024 7:10 PM","(-) Expense","16.50","Transportation","Primary","bus"
"May 09, 2024 7:03 AM","(-) Expense","74.00","Sport","Primary","sports drink"
"May 09, 2024 8:51 AM","(-) Expense","35.00","Transportation","Metro","metro"
"May 09, 2024 1:02 PM","(-) Expense","112.00","Food","Primary","thali"
"May 09, 2024 4:39 PM","(-) Expense","49.00","Food","Primary","ice cream"
"May 09, 2024 7:08 PM","(-) Expense","38.00","Transportation","Metro","metro"
"May 10, 2024 8:18 AM","(-) Expense","15.00","Food","Primary","tea"
"May 10, 2024 8:47 AM","(-) Expense","21.00","Transportation","Primary","bus"
"May 10, 2024 1:04 PM","(-) Expense","51.00","Food","Primary","idli"
"May 10, 2024 4:39 PM","(-) Expense","45.00","Food","Primary","fruit salad"
"May 10, 2024 7:07 PM","(-) Expense","29.00","Transportation","Primary","bus"
"May 10, 2024 9:01 PM","(-) Expense","165.00","Food","Primary","dinner"
"May 11, 2024 8:17 AM","(-) Expense","13.00","Food","Cash","tea"
"May 11, 2024 11:06 AM","(-) Expense","884.00","Ration","Primary","grocery restock"
"May 11, 2024 11:22 AM","(-) Expense","370.50","Ration","Primary","chicken"
"May 11, 2024 11:30 AM","(-) Expense","295.00","Ration","Primary","rice and dal"
"May 11, 2024 12:00 PM","(+) Income","65.00","Refunds","Primary","cashback"
"May 11, 2024 1:02 PM","(-) Expense","553.00","Food","Primary","outside dinner"
"May 12, 2024 8:21 AM","(-) Expense","35.00","Food","Cash","filter coffee"
"May 12, 2024 4:40 PM","(-) Expense","55.00","Food","Primary","juice"
"May 12, 2024 6:33 PM","(-) Expense","362.50","Telephone","Primary","prepaid top-up"
"May 12, 2024 8:11 PM","(-) Expense","180.00","Social","Primary","team lunch share"
"May 12, 2024 9:02 PM","(-) Expense","97.50","Food","Primary","burger"
"May 13, 2024 8:21 AM","(-) Expense","11.00","Food","Primary","tea"
"May 13, 2024 8:47 AM","(-) Expense","49.00","Transportation","Metro","metro"
"May 13, 2024 1:04 PM","(-) Expense","81.50","Food","Primary","office cafeteria"
"May 13, 2024 7:12 PM","(-) Expense","49.00","Transportation","Metro","metro"
"May 14, 2024 7:00 AM","(-) Expense","80.00","Sport","Primary","swimming"
"May 14, 2024 8:48 AM","(-) Expense","45.50","Transportation","Metro","metro"
"May 14, 2024 1:05 PM","(-) Expense","144.00","Food","Primary","lunch"
"May 14, 2024 4:37 PM","(-) Expense","36.00","Food","Primary","juice"
"May 14, 2024 7:10 PM","(-) Expense","57.00","Transportation","Metro","metro"
"May 15, 2024 8:17 AM","(-) Expense","13.00","Food","Cash","tea"
"May 15, 2024 8:47 AM","(-) Expense","52.00","Transportation","Primary","metro"
"May 15, 2024 1:03 PM","(-) Expense","69.00","Food","Primary","idli"
"May 15, 2024 7:07 PM","(-) Expense","48.00","Transportation","Primary","metro"
"May 15, 2024 8:06 PM","(*) Transfer","6279.00","-","Primary->Credit","credit card payment"
"May 16, 2024 8:47 AM","(-) Expense","26.50","Transportation","Primary","bus"
"May 16, 2024 1:05 PM","(-) Expense","58.00","Food","Primary","idli"
"May 16, 2024 4:41 PM","(-) Expense","26.00","Food","Cash","filter coffee"
"May 16, 2024 7:13 PM","(-) Expense","19.00","Transportation","Primary","bus"
"May 17, 2024 8:47 AM","(-) Expense","17.50","Transportation","Primary","bus"
"May 17, 2024 1:03 PM","(-) Expense","162.00","Food","Primary","thali"
"May 17, 2024 4:42 PM","(-) Expense","12.00","Food","Primary","tea"
"May 17, 2024 7:08 PM","(-) Expense","22.00","Transportation","Primary","bus"
"May 18, 2024 7:00 AM","(-) Expense","145.00","Sport","Primary","gym day pass"
"May 18, 2024 4:00 PM","(-) Expense","69.50","Shopping","Primary","stationery"
"May 18, 2024 4:40 PM","(-) Expense","50.00","Food","Primary","juice"
"May 18, 2024 8:09 PM","(-) Expense","210.50","Social","Primary","friend birthday gift"
"May 18, 2024 9:03 PM","(-) Expense","129.00","Food","Primary","lunch"
"May 19, 2024 8:19 AM","(-) Expense","25.00","Food","Primary","filter coffee"
"May 19, 2024 1:05 PM","(-) Expense","353.00","Food","Primary","pizza"
"May 19, 2024 8:11 PM","(-) Expense","126.00","Social","Primary","festival sweets"
"May 20, 2024 1:04 PM","(-) Expense","151.00","Food","Primary","lunch"
"May 20, 2024 4:37 PM","(-) Expense","19.00","Food","Primary","samosa"
"May 20, 2024 5:47 PM","(*) Transfer","2805.00","-","Primary->Cash","atm cash"
"May 21, 2024 7:00 AM","(-) Expense","132.00","Sport","Primary","swimming"
"May 21, 2024 8:47 AM","(-) Expense","50.00","Transportation","Metro","metro"
"May 21, 2024 1:02 PM","(-) Expense","86.00","Food","Primary","office cafeteria"
"May 21, 2024 4:43 PM","(-) Expense","38.00","Food","Primary","egg puff"
"May 21, 2024 7:10 PM","(-) Expense","60.00","Transportation","Metro","metro"
"May 21, 2024 9:00 PM","(-) Expense","217.00","Food","Primary","thali"
"May 22, 2024 8:17 AM","(-) Expense","15.00","Food","Primary","tea"
"May 22, 2024 8:53 AM","(-) Expense","27.00","Transportation","Primary","bus"
"May 22, 2024 1:07 PM","(-) Expense","54.00","Food","Primary","dosa"
"May 22, 2024 4:38 PM","(-) Expense","20.00","Food","Cash","filter coffee"
"May 22, 2024 7:07 PM","(-) Expense","21.00","Transportation","Primary","bus"
"May 23, 2024 8:19 AM","(-) Expense","26.00","Food","Cash","filter coffee"
"May 23, 2024 8:48 AM","(-) Expense","21.00","Transportation","Primary","bus"
"May 23, 2024 1:07 PM","(-) Expense","100.00","Food","Primary","lunch"
"May 23, 2024 4:41 PM","(-) Expense","11.00","Food","Cash","tea"
"May 23, 2024 7:11 PM","(-) Expense","27.00","Transportation","Primary","bus"
"May 23, 2024 9:00 PM","(-) Expense","119.00","Food","Primary","burger"
"May 24, 2024 8:22 AM","(-) Expense","13.00","Food","Primary","tea"
"May 24, 2024 8:49 AM","(-) Expense","54.00","Transportation","Metro","metro"
"May 24, 2024 1:02 PM","(-) Expense","114.00","Food","Primary","thali"
"May 24, 2024 4:43 PM","(-) Expense","56.00","Food","Primary","juice"
"May 24, 2024 7:10 PM","(-) Expense","43.00","Transportation","Metro","metro"
"May 25, 2024 8:23 AM","(-) Expense","10.00","Food","Primary","tea"
"May 25, 2024 4:39 PM","(-) Expense","30.00","Food","Primary","water bottle"
"May 25, 2024 9:03 PM","(-) Expense","115.50","Food","Primary","lunch"
"May 26, 2024 1:04 PM","(-) Expense","175.00","Food","Primary","dinner"
"May 26, 2024 8:12 PM","(-) Expense","1216.00","Social","Primary","wedding gift"
"May 27, 2024 8:20 AM","(-) Expense","34.00","Food","Primary","filter coffee"
"May 27, 2024 8:49 AM","(-) Expense","57.00","Transportation","Metro","metro"
"May 27, 2024 1:05 PM","(-) Expense","154.00","Food","Primary","lunch"
"May 27, 2024 7:11 PM","(-) Expense","59.50","Transportation","Metro","metro"
"May 28, 2024 7:00 AM","(-) Expense","192.00","Sport","Primary","gym day pass"
"May 28, 2024 8:20 AM","(-) Expense","11.00","Food","Cash","cutting chai"
"May 28, 2024 8:48 AM","(-) Expense","39.00","Transportation","Metro","metro"
"May 28, 2024 1:03 PM","(-) Expense","88.00","Food","Primary","dosa"
"May 28, 2024 4:38 PM","(-) Expense","24.50","Food","Cash","water bottle"
"May 28, 2024 9:00 PM","(-) Expense","403.00","Food","Primary","pizza"
"May 29, 2024 8:17 AM","(-) Expense","11.50","Food","Primary","tea"
"May 29, 2024 8:53 AM","(-) Expense","41.00","Transportation","Metro","metro"
"May 29, 2024 1:05 PM","(-) Expense","137.50","Food","Primary","thali"
"May 29, 2024 4:37 PM","(-) Expense","39.00","Food","Primary","egg puff"
"May 29, 2024 7:09 PM","(-) Expense","43.00","Transportation","Metro","metro"
"May 30, 2024 7:00 AM","(-) Expense","49.00","Sport","Primary","sports drink"
"May 30, 2024 8:22 AM","(-) Expense","20.00","Food","Cash","filter coffee"
"May 30, 2024 8:53 AM","(-) Expense","16.00","Transportation","Primary","bus"
"May 30, 2024 12:01 PM","(+) Income","446.00","Refunds","Primary","cashback"
"May 30, 2024 1:05 PM","(-) Expense","77.50","Food","Primary","dosa"
"May 30, 2024 4:42 PM","(-) Expense","17.50","Food","Primary","biscuit"
"May 30, 2024 7:12 PM","(-) Expense","17.00","Transportation","Primary","bus"
"May 30, 2024 7:31 PM","(-) Expense","306.00","gift","Primary","return gift"
"May 31, 2024 8:20 AM","(-) Expense","12.00","Food","Primary","tea"
"May 31, 2024 8:48 AM","(-) Expense","31.50","Transportation","Primary","bus"
"May 31, 2024 1:05 PM","(-) Expense","92.00","Food","Primary","lunch"
"May 31, 2024 4:42 PM","(-) Expense","22.00","Food","Primary","water bottle"
"May 31, 2024 7:13 PM","(-) Expense","27.00","Transportation","Primary","bus"
"May 31, 2024 9:00 PM","(-) Expense","322.00","Food","Primary","weekend brunch"
"Jun 01, 2024 7:00 AM","(-) Expense","166.00","Sport","Primary","gym day pass"
"Jun 01, 2024 8:22 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"Jun 01, 2024 9:13 AM","(+) Income","48000.00","Salary","Primary","monthly salary"
"Jun 01, 2024 9:41 AM","(*) Transfer","8196.00","-","Primary->Savings","monthly save"
"Jun 01, 2024 11:07 AM","(-) Expense","323.00","Ration","Primary","chicken"
"Jun 01, 2024 11:07 AM","(-) Expense","792.00","Ration","Primary","grocery restock"
"Jun 01, 2024 11:10 AM","(-) Expense","63.00","Ration","Primary","bread and butter"
"Jun 01, 2024 11:40 AM","(-) Expense","490.00","Ration","Primary","grocery restock"
"Jun 01, 2024 1:03 PM","(-) Expense","317.00","Food","Primary","pizza"
"Jun 01, 2024 4:39 PM","(-) Expense","11.00","Food","Cash","cutting chai"
"Jun 01, 2024 6:17 PM","(-) Expense","161.00","Entertainment","Primary","cafe hangout"
"Jun 01, 2024 8:12 PM","(-) Expense","263.50","Social","Primary","friend birthday gift"
"Jun 02, 2024 10:03 AM","(-) Expense","10456.00","Home","Primary","rent share"
"Jun 02, 2024 4:37 PM","(-) Expense","15.50","Food","Primary","samosa"
"Jun 02, 2024 9:00 PM","(-) Expense","112.00","Food","Primary","lunch"
"Jun 03, 2024 8:13 AM","(*) Transfer","437.00","-","Primary->Metro","metro card top-up"
"Jun 03, 2024 8:17 AM","(-) Expense","11.50","Food","Cash","cutting chai"
"Jun 03, 2024 8:51 AM","(-) Expense","26.00","Transportation","Primary","bus"
"Jun 03, 2024 1:08 PM","(-) Expense","82.50","Food","Primary","office cafeteria"
"Jun 03, 2024 4:41 PM","(-) Expense","48.00","Food","Primary","idli"
"Jun 03, 2024 7:12 PM","(-) Expense","34.00","Transportation","Primary","bus"
"Jun 04, 2024 8:18 AM","(-) Expense","12.00","Food","Primary","cutting chai"
"Jun 04, 2024 8:52 AM","(-) Expense","22.00","Transportation","Primary","bus"
"Jun 04, 2024 1:06 PM","(-) Expense","62.00","Food","Primary","dosa"
"Jun 04, 2024 4:41 PM","(-) Expense","27.00","Food","Cash","filter coffee"
"Jun 04, 2024 7:09 PM","(-) Expense","16.00","Transportation","Primary","bus"
"Jun 04, 2024 9:00 PM","(-) Expense","265.00","Food","Primary","pizza"
"Jun 05, 2024 8:17 AM","(-) Expense","15.00","Food","Primary","tea"
"Jun 05, 2024 8:50 AM","(-) Expense","54.00","Transportation","Primary","metro"
"Jun 05, 2024 11:17 AM","(-) Expense","741.00","Bills","Primary","wifi"
"Jun 05, 2024 1:04 PM","(-) Expense","63.50","Food","Primary","idli"
"Jun 05, 2024 4:37 PM","(-) Expense","14.00","Food","Primary","tea"
"Jun 05, 2024 7:07 PM","(-) Expense","42.00","Transportation","Primary","metro"
"Jun 06, 2024 7:00 AM","(-) Expense","68.00","Sport","Primary","swimming"
"Jun 06, 2024 8:17 AM","(-) Expense","14.50","Food","Cash","tea"
"Jun 06, 2024 8:47 AM","(-) Expense","36.00","Transportation","Metro","metro"
"Jun 06, 2024 1:02 PM","(-) Expense","90.00","Food","Primary","dosa"
